id,song_score
1DA6UYm3jqf8b3ecWUbo6i,37.41134430858257
17q2kvipvoCK4lX9n21zht,71.22991914652658
6AHNkRbVzkh95xilnYzDT7,55.48120357130855
6yuUDid6boGUWjn0JRIG5S,55.985923686939095
5karNcB62DxndWfrjfAEvO,61.72323651774151
1pbbsI2KGPOMu0HmuGccBu,52.15966944969477
34XHTTAXQij8A0a59sexy7,26.353785013018786
1PL4eTnRS9bdjDtPJrmj3Y,61.91586791433205
2j3g68OQNQKEmQW7kDJeKO,52.89761576629803
17s9ohMleXceK8Qobgl8Zd,66.44438641082458
13HsOwrwTA5HgLuoaDHncP,61.97533800992374
06dn1SnXsax9kJwMEpgBhD,33.7073916157508
20j7l6tFtc5lynXpbOQg1O,50.45158487804754
0Kp9SY3jhZvj7E073RcCTp,72.62462217096878
5MvCurNMpM3WCCSs40cd37,43.01213448515704
3jw5KrLTxeIzpSvByNsH7F,69.75971495724617
7cvh1KWODDaowpiCk99u7m,77.05871249828702
5r0HHLwjuJkcwa4FZJNjh7,68.60677079966595
3iv26BUAWSn83q8rhGKPE8,71.39643541418336
2dtepNMKw4yIrIJ1jcL3yh,40.659187224789214
0AzacpqYhvdOSbFvJ6eCKr,57.16343157965505
5V9lnDn1hePoudMfKfCTNl,56.203635949931375
5RcuACCOhgoc4ZH57AVCLA,68.36423623590495
7lWkreHFTUhYyLy1GRQk7O,28.714230676743835
7FavLZuFJ4hSuRzSPJLGBM,47.11582964661836
0BiK5BbYNFLb88CCOxBFJe,77.63820979498333
5MSshyHGM9ajWSEoBcR0jv,54.657413464546764
6y0ixMRGFrf8AXYazll7cg,33.54242674189202
5pzQnt5b1d3jfQVi2Dqt7R,26.539693703151144
717FZ6lz3U0dCNQJCcXyyv,74.08862078505697
1Y2ExJJ9Dmb9po8K0ybSj3,47.85532735701968
49fecVFD7InKQVPDTAHGxK,56.62975211312765
0QkIWTxOYYK4pHgOKYmPhY,48.51389402428967
7jLbU0psQwmWeOm64xdtut,68.66184527949655
3AkdSFo7quCZ781KCqNK0T,79.3227648940269
2X5m6irq8boS50Efx4oWew,43.248980604991885
1j6kDJttn6wbVyMaM42Nxm,79.18986215866106
3oshLPqyQEEWBCktWl8jfS,66.85705716110452
1lB9irWfmO7FaAAlNQTS1U,52.75747319320799
1aRVRWthTQXuShR7QtFU8W,82.28851270462239
6wwPtKxaMEbQYc6atQmhTE,72.66780263168103
06wlFUDDfck4732GJz6LvZ,64.51755531365306
5rbGLI5j4CoAStHSWrx0HW,54.20388934425171
4QUsmmXmINYXwh7UsiMX2j,73.66896876268586
2uZ6JeQqRFo6vmSiK6dHE9,56.49503941833076
2ezzd77TFTHCK2EuV6Y8uF,58.33706098787589
5oJAaPRS2EzNIc8EWIbucE,60.05031687218325
3CA9pLiwRIGtUBiMjbZmRw,61.154133559492074
0drokAUhKfiMnu20UKQnFZ,40.3675251907568
3I8MbKRkS2IBDuslhCS3iT,67.04891286079604
3ZbTIbNjbLZtIxk39IRrBQ,75.83006032336219
5KvSfYQDCUb5gbvK5tpE4h,55.970668314591656
4MQIDIQjNWkUvpXe5Je7TO,58.4730665108378
3PBdjqFUZ0lIG9fcqsDall,44.92293451308214
2fMVFTCEBPP8htrlDzpxtP,92.44160941592608
0nHeCKu2b3Pg2ZGhAi09fW,100.0
6ahOZl8opZ9HSktbLypcJP,30.477389728221667
6yK5ohaAST1PFhg53HZQO8,46.1358658975201
2SmXJEhm1yJvXK6Hx4XAYT,70.42345293717631
2U5c6C6A3yg6rGUpnhwHfc,45.70690551236075
5xNNJKrjobta5ksOpMLYd1,69.65473731024515
6xSBcheWUUOJPAf0mQTQ80,75.23820358940812
4BtGch9Jl7HIehy9dK9UzR,85.1120494170638
6lhCIz5UikoASS5zPYjdtW,57.281596073939454
7B3z0ySL9Rr0XvZEAjWZzM,68.98712084581992
0rOLFkjY5DSIViVBNnzOuK,78.02864390082459
7oV1btBA4MYfN7GE7Xu9Sx,60.79860581410686
5E7p95xh9Ul4vZp4LEoJwi,59.993173867288604
1gTlog8iNYaFd7rzjCJmfV,75.47323974981188
4KGh0MZ1dJaTTLsFIRIhb7,36.99919068956869
1RTYj0DKungYDHtgFQRtmx,72.99799094503156
71WT6kvVYlGba71B65JrH4,46.10199379959613
2yRELGa4tFHWZi6p1gVPfY,46.60697248085968
7AtJaaSeDMG3yRt8Yauezw,85.61289104819922
24G1PXBWoRgV0wDXZKwxzz,73.81609260786712
5l7tdLI34MnxnNyd2nhNIk,52.106922060561246
14VMuTNEigQwiIObydrd9S,53.41474703231296
5SjtAe7xzUgHDtNTmt8zS7,68.93514915358543
0zzz9l8ZX5vDBJmNHnWOom,43.796622615701665
2HrRwAKgIzjTeuKoaj4akH,62.738882324194755
6YTUGuz1IzqKFpNm0yGQws,44.27548616803145
7yqmlcaGAE0Q6nZ9cNZ7NE,61.304877323535436
3RySVukMPe4R7lAP8oGI17,53.49360955038023
0KTja597ZMQUsQuUljoCX4,57.08818898044987
27vN7hM1uXKgkjtSCwKkkb,47.721907490387835
3P4gLPPOHIRQ5j6PC1hNa5,59.89181613914971
4z9KVNX4hmk672SJfhtQNz,34.36337262669069
3tnJIJVNuVziKgY38J2HZP,67.45589516714978
2hhwbQWk0RDQM5luQF6f51,77.16270759588262
7z4xW9WY86uH3gd1V9pfCM,78.3453868012587
53PUhhLoJ5VubWIfSV31vp,63.62343535471325
3mZFf3Ru4er3cBfzWq72Ol,54.86064605209064
08IFMDAxF7Se7X8RNyoQWF,39.87392339734557
01LSU6meTykNfXu66aBTvZ,66.72105163814258
47hAiP1eoRHkFJRUMqdeqr,68.10101642150337
1HA2V2EfAgJUBVOju4YfiB,66.8671412207918
5zWCfVmj9JHlVLNnBpIKt0,42.47767932173064
6M0EP76qW9TG4SNU0agu94,80.38159116119239
4zG69Sedw2TDizSAmOfaYw,79.62554525027862
1n3HHtF3Y8KIl9W7iuPrKy,54.59509914699196
4SLyclKvqlxQtPr2GNU8AY,25.161280313588403
4OxQ9sBdJCndBzQNuGorr7,60.11392401790311
0HItcI6qN6Dr4MC3CZryQh,59.5171545369219
7AeebdvXcGtJW4tItjdauO,65.4667497524234
7w240aMsICpD7WCcftqqPN,20.20974844149565
67JpKSJ3NM9hVQbkJXOxPi,42.09189939728351
2L6U240UjRankMdqW04Dmj,71.73955200918427
3fnL2JDgy4QD04araOl0eY,43.04005957352185
1H7zdcRD0gLGQY0w5ejGgX,61.52646807102282
29ZSk6XmWPx3DX69xBb7Yi,73.34188323693147
3G9tyuUoBVNTDXY0icrUVf,55.134467057445534
07zYusRvYr8nAZOBDguzWv,75.69560619419833
4mYrOymQfia2CtH2imalkN,77.46135090200622
3siyfhqP2BSRciLSbwGpzR,63.48691270048532
3Uw2se3aQU1UFrpRBvBnB4,70.06818375742408
1omb5x3QAi6sY9yGxvi22V,79.83679337244568
0lTH3Dt0GlBQhxFHSnaZ7g,71.59682377976415
4wuOxtRDeD9YiQOcmgay7e,48.52139242764689
685wafKZSIbPoZeuzDvcWs,49.82818313686657
0QLyUmGkzS5BnNjjx8e6QD,59.52723859660918
5iZtxnig45xcz5Z8pVnYG5,75.1055594196753
4vDQMtAXkPwRxEqM8oXtMQ,52.76807438416131
06dWM8AMMjKE9Obf2L1ojy,70.82086831510878
1MONUudxAjEk76FJvzGhuD,35.17113166420599
2JqNypbkqPNtCLBeuUqmnm,60.82678946810466
21FrY7UbJqRiUrYZ8nJLMf,58.50693860876176
2aoo2jlRnM3A0NyLQqMN2f,55.16523636777343
64XaprQxgwUIDVPcxBJpZQ,48.02080936214444
7FO7BolIZsl1o8DDSjeOph,15.869207160199512
5yzuAVmDCCuRM5bDT9H4Y0,67.15027058893496
0JAz38cFdhvoLznPLrNN7X,19.399145182017286
3RyLrayd9un9ClTah57JI0,48.88545283892138
5rRMux9vrgG0HAnW8AgFCt,74.7789910251869
75SUxY8S8vpB4bTyOGiMxY,53.225476988951506
0OMQJcQqanNF0uW6ABnAm4,53.91920858231048
0SkgmGr08TvWQciNRgRtmc,64.87747867479942
0uguTAc0yJY2vfmqiuYoob,69.28266136434743
1jNKhbKmDgYSHHSCEeMXey,48.0086567773931
3REOvSCJjr1Tt9UmJ63rsf,81.92522799024692
7BQWJDX9GGqq3D6ezggaqB,57.15464034813278
4qfkSep4jGASUJflYMI8Hb,62.528151333293714
2oT0kNNDv94u44BC2NB97z,67.4362441790412
6UFivO2zqqPFPoQYsEMuCc,62.47385255036214
0SRPuTnr5QOKRoIxMvvlgK,68.56229751078865
54IbnYEdA3ymfxv07WgN3b,73.56735246891397
5B0kgjHULYJhAQkK5XsMoC,72.78519142906642
2g485sb4XPeIPmdgX45lI2,30.631494845494124
6br4Pc0BzU6dTD5fEmks2i,74.59023811309144
6LOZws7T3jqZz78unPgFF9,68.68718471153126
3UasYmjz9gMZvCj6n6Z7DF,64.8937683096789
2koUj1Fn5TKFEkChSmBPIb,72.13076181192454
3r2TFFPynN97CgmzXKal5X,51.12204556443586
37wiLIV2spnGipM2NE81yX,52.41047811371199
066RGX718Gjv5fE7IcicYE,63.83985478954053
4x8vLLF0UI953H5Z0p2Rwo,67.66921181438092
73eruJilykfx89aSBUU5ak,49.51428445839552
36Nt0lIDxgpFzkUDksAxiT,51.17143160034029
3ZyLJrqqIeIH29GLuIEyDj,69.43262943149176
4QCYm5VF70vcx5Ua15aTSN,80.70298824302068
30o8E8pmxyWDVvjud2WE5i,93.04561873463153
60jEaaOxAATcUFYMmpMclG,56.98088424275177
6Tn7mq4d0Lk1GSP9FcW9Pk,67.02279773186225
0rBMP6VVGRgwnzZCLpijyl,68.43792744131207
0vlTyXdxncOF0RRKTMWfpo,58.98114797969743
2dDzrUEDCKXaLViMPa1jo5,80.3495290226995
2WxzLbJfPA2vJGxQiKd7Jq,68.94652604143775
6HtBewFr9pHwVbz07oLU9O,59.65884850380997
4ROD1HZkO637qa3bSGOSku,65.34367251111186
2oLjhx7w8Hyd3gry9cCXr7,40.58859880697818
3jgrNd3uPU1c2PFBKYsV9d,38.5257621868447
3nHbQNMuGuEtIVhPGVfFbF,44.833470804061555
6L8EJ6DWUeQ9nsSjGB5KEX,76.79916431587411
2mqXKSieDASoq4N5739wCz,87.34476365808317
2goHCrsDJaflEwQ930ef0o,86.06925939045739
4PXqTastDY8zNGwYsGlsbd,72.6595285314248
7qfO0IGkZ1a2OnUOkMoR4D,95.58602607892978
7rE9wYXPgLqZsXVxn2JhU9,69.8261663249291
6lJrqw2e6YNXZCUsXL1SKn,68.6608110169645
6J9FgTr3z44Bw6ABeVL415,62.62330348624043
10JOKdy8ynkSiGTWKgfFuE,32.801119072059656
4QrEErhD78BjNFXpXDaTjH,32.940485948250675
58k32my5lKofeZRtIvBDg9,51.54816172763215
51xt4m8vbKuizX6VSDFPh9,85.73829538020783
6TrZ8mGusevBllV2kpDLxV,42.1712790466168
5dl8x4xLEzZC0f927WBTUG,67.65912775469361
6Q4Es6wVFh8W2qXrkQ7j1w,59.56343778523022
3HdrN4xHTPhxQGdTSo2spQ,67.42978003821601
41FxRrhwqe2LvFcU3WapS1,69.72765281875326
6QhIvxJbIg8p99qpNtrLNw,66.55169114852268
4Exknuth94DX8UKqaoxKoj,77.56296719577816
1Ki3xQa6gNxupTmKdYgfsF,65.98077823084225
5jAvbp8kEnRPToi4Bzcvzt,53.00052488823501
6kK3m2FiYERYrUF269y0Es,41.90237078828905
4IroNECciKcq3M2QtSTus7,84.00331998272785
3JJL91ilRV6fXhKqu0FGXs,76.35158720513823
2Tl0t18jgqJo0S7Fs2iy50,55.211778181714756
5wJC8qlivbwAx29bnTecSn,57.48327726768525
4LKwfNItOlbKVe3PBzRF18,80.4234787937396
1uJIGxRlPlzXoFutOtULzY,71.16424347574268
0ekzigrO6pKmtR2sOc9PW7,97.73574075175372
1r8ratK2ne9XUlHo47zeY0,29.804601951136274
0TXK1dsiK9lkeaK6neSP2j,64.45032824907112
4d0OdkeL3uwiy1fISYlV6C,60.17468694165986
4B462KwzHiJLHJeXYL5Y4V,88.46461141463845
0DRvClQbN9znQ295sx76VC,52.00323724172525
4q77aAD4dZwugz0l5EGxR2,85.46188871852289
0f8eRy9A0n6zXpKSHSCAEp,57.3462374821913
0w6webWdhjRKdqJ3DeGgM1,63.2081789481033
7xD0oq2wDqCxpR4evRaqMg,59.14275150032709
7MlAND46qL6L5npwOhbaZK,59.15257699438139
1P3eYnB5KiF4S2qZ7iQnOP,81.92238376828384
5yeGSsoKFW1cq5WWnDY9oJ,51.94764563062867
21NVIBYBZIp7oa0OONZBZo,58.70732697434254
3Wgs96Z4TdCpnqFj2CxpsI,55.93343486343857
7tmOoC8y2D7KJEu6WV0Bj5,41.98330183142037
3xLU29XDzxUllbDjLumKf7,48.89114128284754
7ACT6YaXbYvl7hRWEOOEHQ,82.07493749175822
5Ow3QqHeeA78Q3nSnbUbkL,72.06275905044357
0f1G5SHFoFC9lO03gHCGVS,84.20965535786779
0fBFp8ItmAfAqPHZx8qQsh,76.61041140377868
5n1WeUNWJIjs9ueYD4v0Pt,74.44854414620336
2J2kGyvyVyOKEJgBCPE1oO,58.36162472301159
2otIMlU6fuksfwqliU9NGd,64.78698070324683
4ydmav4vl7hebadtfZtMrg,75.65526995544916
60PZUWKsJC52uXaPlPcEVf,71.00781126777316
0OzVJ3KeQTl0yB4AplerBY,14.680322379631239
6WSB31O8sxrhly3HNfOEzF,3.1992325772012316
16aXzHND4Sa0JoZscApqfv,53.072147568578075
0Dfctnkk9xIikDKJ06uwzo,62.03972085254259
4Hta7Oy5W9HD0UgT1P8PPV,74.62669586734552
4PvbbMYL4fkToni5BLaYRb,56.422123909822645
5FkoSXiJPKTNyYgALRJFhD,62.633646111560736
75sIBYeVmCTdKEsAZdGKqM,41.45970642458029
3wdtYmf9G6WhG3OUiJuLC0,89.92266301916749
3l51Mu8p6he5ay2yhW3DPa,71.67723769162946
1pPBWjephNwYpqJ2ER01fS,74.90025830706738
0vSsymU4xBMJMRV5A8j8ws,79.88773080214817
7Bk3p8UqcP4sItaWNWbvXL,0.0
4UiogCfzKQW98U1GTCivsn,79.50376083713213
6BZNRGduXWWoR1KEzwGEnI,64.63701263610251
1c5CllrZr45UBhWpIqM332,74.66496358103062
0tu5HH23FGMhQiJxHRK3bp,77.46988356789547
6xxvhqxfBAhAOsf8OJ5shT,68.15376381063689
66p59VAALXRlp777aP1Wom,52.00840855438542
66nc8Tv8zeo4N9ZSoG3kPI,55.16265071144336
25SfpbLWuDoVo4z6NUDZmX,59.11094792746717
7zvKFw17XyoBUx9mHiwzPy,65.8269316792028
4JSdaCBLLUYO055NxPud1j,51.827154045647184
3bJqgM4idCNL4LocZbDwaS,61.886391432169184
